k,sigma,n_targets,n_trials,n_clip_candidates,n_frame_candidates_a3,n_universe_clips,n_universe_frames,clip_len,num_frames,attack1_score_half,attack1_score_half_std,attack1_score_int,attack1_score_window,attack1_score_window_std,attack1_window,attack1_baseline_half,attack1_baseline_window,attack2_top1,attack2_top1_std,attack2_baseline,attack2_actual_n_candidates,attack2_baseline_universe,attack3_score_half,attack3_score_half_std,attack3_score_int,attack3_score_int_std,attack3_baseline_half,attack3_actual_pool_size,attack3_baseline_universe
1,0.000000,10,5,50,2000,7954,127264,100,16,0.594375,0.046975,0.188750,0.403125,0.147803,2,0.580000,0.372973,0.900000,0.300000,0.020000,50.000000,0.000126,0.565000,0.420929,0.565000,0.420929,0.007938,2015.600000,0.000073
