k,sigma,n_targets,n_trials,n_clip_candidates,n_frame_candidates_a3,n_universe_clips,n_universe_frames,clip_len,num_frames,attack1_score_half,attack1_score_half_std,attack1_score_int,attack1_score_window,attack1_score_window_std,attack1_window,attack1_baseline_half,attack1_baseline_window,attack2_top1,attack2_top1_std,attack2_baseline,attack2_actual_n_candidates,attack3_score_half,attack3_score_half_std,attack3_score_int,attack3_score_int_std,attack3_baseline_half
1,0.500000,10,5,50,2000,7954,127264,100,16,0.591875,0.045247,0.183750,0.407500,0.107884,2,0.580000,0.372973,0.860000,0.346987,0.020000,50.000000,0.425000,0.433734,0.425000,0.433734,0.000073
